"configuration","problem","model","data_file","status","time","peakDepth","flatTime","failures","nodes","flatIntConstraints","eliminatedLinearConstraints","flatBoolVars","paths","run","nSolutions","propagations","solveTime","evaluatedHalfReifiedConstraints","variables","flatBoolConstraints","error","objectiveBound","propagators","restarts","openNodes","method","initTime","solutions","objective","flatIntVars","eliminatedImplications","evaluatedReifiedConstraints"
"CBC","sdn-chain","data/mznc2020/sdn-chain/model.mzn","data/mznc2020/sdn-chain/d24n600-3.dzn","OPTIMAL_SOLUTION","338.1980949379504","","8.23081","","165","45461","","1677","0","mznc","1","","328.3587","","","","","12","","","-1","minimize","","","12","15897","","8879"
"SCIP HR","pillars-and-planks","data/mznc2020/pillars-and-planks/pillars-planks-solution.mzn","data/mznc2020/pillars-and-planks/p-d2.dzn","UNKNOWN","1200.4648742266","","0.36918","","140904","2469","","11","0","mznc","0","","1199.4282","765","","","","4","","","44284","minimize","","","1e+20","1296","","33"
"Gurobi HR","steelmillslab","data/mznc2019/steelmillslab/steelmillslab.mzn","data/mznc2019/steelmillslab/bench_20_8.dzn","OPTIMAL_SOLUTION","246.81020382419229","","2.93522","","10227","7457","","110","0","mznc","1","","246.4138","110","","","","0","","","5621","minimize","","","0","20423","","12541"
"Gurobi","zephyrus","data/mznc2019/zephyrus/zephyrus.mzn","data/mznc2019/zephyrus/14__10__6__3.dzn","OPTIMAL_SOLUTION","1.6148661151528358","","0.78369","","1","7190","","96","0","mznc","1","","1.4865","","","","","1690","","","","minimize","","","1690","3522","","607"
"Gecode","zephyrus","data/mznc2019/zephyrus/zephyrus.mzn","data/mznc2019/zephyrus/12__8__6__3.dzn","OPTIMAL_SOLUTION","279.70757357403636","88","0.103303","12411048","24822112","645","","351","0","mznc","1","1244594449","279.47","","1234","363","","","912","0","","minimize","0.006042","1","1300","249","","370"
"CBC HR","p1f-pjs","data/mznc2020/p1f-pjs/p1f-pjs.mzn","data/mznc2020/p1f-pjs/21.dzn","UNKNOWN","1201.3066860996187","","46.2177","","","230306","","79800","0","mznc","","","","","","","","","","","","minimize","","","","184589","","240200"
"CPLEX","minimal-decision-sets","data/mznc2020/minimal-decision-sets/sparse_mds.mzn","data/mznc2020/minimal-decision-sets/breast-cancer_train4.dzn","OPTIMAL_SOLUTION","513.5194772779942","","2.93155","","2233","16974","","","0","mznc","1","","509.799","","","","","102","","","","minimize","","","102","11574","","3546"
"CBC","kidney-exchange","data/mznc2019/kidney-exchange/ccmcp.mzn","data/mznc2019/kidney-exchange/3_20_0.25_2.dzn","OPTIMAL_SOLUTION","1062.9479387104511","","0.387547","","158936","1327","","380","0","mznc","1","","1062.2842","","","","","1008","","","-1","maximize","","","1008","995","","800"
"CPLEX","steelmillslab","data/mznc2019/steelmillslab/steelmillslab.mzn","data/mznc2019/steelmillslab/bench_19_6.dzn","SATISFIED","1200.651181999594","","2.71996","","42381","7347","","110","0","mznc","1","","1191.2269","","","","","0","","","1246","minimize","","","5","19980","","12651"
"CPLEX","fox-geese-corn","data/mznc2019/fox-geese-corn/foxgeesecorn.mzn","data/mznc2019/fox-geese-corn/foxgeesecorn_54.dzn","OPTIMAL_SOLUTION","0.2691907696425915","","0.093781","","57","445","","","0","mznc","1","","0.0986","","","","","1962","","","","maximize","","","1962","278","","125"
"CBC HR","code-generator","data/mznc2020/code-generator/unison.mzn","data/mznc2020/code-generator/mips_gcc.cfgbuild.control_flow_insn_p.dzn","UNKNOWN","1201.4201193116605","","48.675","","","281608","1206","706","0","mznc","","","","31659","","","","","","","","minimize","","","","270326","","56619"
"CPLEX HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","SATISFIED","1200.133030667901","","0.383697","","15213","1245","","195","0","mznc","1","","1199.4835","182","","","","762.846795074","","","2507","minimize","","","1469","3818","","684"
"CPLEX","hoist-benchmark-for-minizinc","data/mznc2020/hoist-benchmark-for-minizinc/hoist-benchmark.mzn","data/mznc2020/hoist-benchmark-for-minizinc/PU_3_8_5.dzn","SATISFIED","1200.3500119000673","","1.50416","","4856","10460","","","0","mznc","1","","1198.3644","","","","","367.684056106","","","441","minimize","","","400","4285","","3330"
"CBC HR","hoist-benchmark-for-minizinc","data/mznc2020/hoist-benchmark-for-minizinc/hoist-benchmark.mzn","data/mznc2020/hoist-benchmark-for-minizinc/PU_3_4_1.dzn","UNKNOWN","1201.1286959461868","","1.17944","","","5546","1332","","0","mznc","","","","3330","","","","","","","","minimize","","","","2773","",""
"Gecode","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/EASY_200_50.dzn","SATISFIED","1201.147319689393","","3.5582","","","81604","","12050","0","mznc","","","","","","","","","","","","maximize","","","2873","70009","","12100"
"Gurobi","rcpsp-wet-diverse","data/mznc2019/rcpsp-wet-diverse/rcpsp-wet-diverse.mzn","data/mznc2019/rcpsp-wet-diverse/j30_44_8-wet-diverse-4.dzn","UNKNOWN","1201.259920809418","","21.0013","","","226923","","","0","mznc","","","","","","","","","","","","maximize","","","","87987","","8222"
"CBC","racp","data/mznc2020/racp/racp.mzn","data/mznc2020/racp/j60_13_4_1.0.dzn","SATISFIED","1193.070798870176","","5.19409","","597","32824","","","0","mznc","1","","1186.4601","","","","","677","","","-1","minimize","","","1172","13084","","9449"
"CBC","fox-geese-corn","data/mznc2019/fox-geese-corn/foxgeesecorn.mzn","data/mznc2019/fox-geese-corn/foxgeesecorn_54.dzn","OPTIMAL_SOLUTION","1.6258866749703884","","0.094537","","13","445","","","0","mznc","1","","1.4535","","","","","1962","","","-1","maximize","","","1962","278","","125"
"CPLEX","kidney-exchange","data/mznc2019/kidney-exchange/ccmcp.mzn","data/mznc2019/kidney-exchange/3_20_0.25_2.dzn","OPTIMAL_SOLUTION","71.80334283038974","","0.364155","","23204","1327","","380","0","mznc","1","","71.3168","","","","","1008","","","","maximize","","","1008","995","","800"
"CBC","amaze","data/mznc2019/amaze/amaze3.mzn","data/mznc2019/amaze/2012-07-27.dzn","UNKNOWN","1201.1218176074326","","0.287423","","","1984","","","0","mznc","","","","","","","","","","","","satisfy","","","","2811","","1971"
"SCIP HR","multi-knapsack","data/mznc2019/multi-knapsack/mknapsack_global.mzn","data/mznc2019/multi-knapsack/mknap2-2.dzn","OPTIMAL_SOLUTION","1.1771842874586582","","0.114163","","463","32","","","0","mznc","1","","0.9753","","","","","8722","","","","maximize","","","8722","91","",""
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/HARD_200_50.dzn","SATISFIED","1201.1754324063659","","3.58259","","","79029","","12148","0","mznc","","","","","","49","","","","","","maximize","","","1555","66962","","12149"
"CPLEX HR","hoist-benchmark-for-minizinc","data/mznc2020/hoist-benchmark-for-minizinc/hoist-benchmark.mzn","data/mznc2020/hoist-benchmark-for-minizinc/PU_1_2_2.dzn","OPTIMAL_SOLUTION","12.304962009191513","","0.272317","","9655","746","156","","0","mznc","1","","11.9316","390","","","","221","","","","minimize","","","221","385","",""
"SCIP HR","stable-goods","data/mznc2020/stable-goods/stable-goods-solution.mzn","data/mznc2020/stable-goods/s-d6.dzn","OPTIMAL_SOLUTION","40.326592065393925","","0.50626","","4603","2376","","","0","mznc","1","","39.6245","956","","","","6264","","","","maximize","","","6264","2289","","133"
"CPLEX HR","groupsplitter","data/mznc2019/groupsplitter/group.mzn","data/mznc2019/groupsplitter/u15g5pref0.dzn","ERROR","","","","","","","","","","mznc","","","","","","","MiniZinc: internal error: out of memory
terminate called after throwing an instance of 'std::bad_alloc'
  what():  std::bad_alloc","","","","","","","","","","",""
"CBC HR","multi-knapsack","data/mznc2019/multi-knapsack/mknapsack_global.mzn","data/mznc2019/multi-knapsack/mknap2-2.dzn","OPTIMAL_SOLUTION","0.24695351347327232","","0.132322","","0","32","","","0","mznc","1","","0.025","","","","","8722","","","-1","maximize","","","8722","91","",""
"Gecode","soccer-computational","data/mznc2020/soccer-computational/ecp.mzn","data/mznc2020/soccer-computational/xIGData_30_25_15_4.dzn","UNKNOWN","1200.2170241959393","570","0.700873","4093107","8186754","6361","","2610","0","mznc","0","6805431427","1199.27","","6330","","","","6360","0","","satisfy","0.047715","0","","3705","","2610"
"Gecode","skill-allocation","data/mznc2020/skill-allocation/skill_allocation_only.mzn","data/mznc2020/skill-allocation/skill_allocation_mzn_3m_3.dzn","UNKNOWN","1201.2629064954817","","7.19726","","","143530","","177264","0","mznc","","","","","","103359","","","","","","minimize","","","","69891","","74694"
"Gurobi","cable_tree_wiring","data/mznc2020/cable_tree_wiring/ctw.mzn","data/mznc2020/cable_tree_wiring/A073.dzn","UNKNOWN","1201.2754784971476","","26.8461","","","170097","","","0","mznc","","","","","","","","","","","","minimize","","","","148141","","29359"
"CBC","code-generator","data/mznc2020/code-generator/unison.mzn","data/mznc2020/code-generator/mips_gcc.real.eiremain.dzn","UNKNOWN","1202.0487400367856","","360.544","","","1694444","","2632","0","mznc","","","","","","","","","","","","minimize","","","","2011314","","439651"
"SCIP","hoist-benchmark-for-minizinc","data/mznc2020/hoist-benchmark-for-minizinc/hoist-benchmark.mzn","data/mznc2020/hoist-benchmark-for-minizinc/PU_3_2_5.dzn","SATISFIED","1200.599903870374","","1.37163","","30716","10028","","","0","mznc","1","","1198.4854","","","","","491","","","11725","minimize","","","903","4069","","3330"
"SCIP","collaborative-construction","data/mznc2020/collaborative-construction/macc.mzn","data/mznc2020/collaborative-construction/175.dzn","UNKNOWN","1201.240280058235","","21.0064","","","133797","","6550","0","mznc","","","","","","","","","","","","minimize","","","","50625","","32310"
"SCIP","hrc","data/mznc2019/hrc/hrc.mzn","data/mznc2019/hrc/exp1-1-5425.dzn","OPTIMAL_SOLUTION","15.681340113282204","","0.754415","","2","3091","","60","0","mznc","1","","14.5579","","","","","9","","","","minimize","","","9","3292","","1783"
"SCIP","fox-geese-corn","data/mznc2019/fox-geese-corn/foxgeesecorn.mzn","data/mznc2019/fox-geese-corn/foxgeesecorn_13.dzn","OPTIMAL_SOLUTION","740.0826959833503","","0.486938","","75309","4305","","","0","mznc","1","","739.2605","","","","","27","","","","maximize","","","27","3099","","1299"
"CBC","hrc","data/mznc2019/hrc/hrc.mzn","data/mznc2019/hrc/exp2-1-5600.dzn","UNKNOWN","1196.1138636171818","","1.90244","","1801","7473","","216","0","mznc","0","","1193.6349","","","","","0","","","-1","minimize","","","1e+308","5922","","4447"
"CBC","pentominoes","data/mznc2020/pentominoes/pentominoes-int.mzn","data/mznc2020/pentominoes/06.dzn","ERROR","","","","","","","","","","mznc","","","","","","","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","","","","","","","","",""
"CPLEX HR","rcpsp-wet-diverse","data/mznc2019/rcpsp-wet-diverse/rcpsp-wet-diverse.mzn","data/mznc2019/rcpsp-wet-diverse/j30_44_8-wet-diverse-4.dzn","UNKNOWN","1201.255034018308","","25.647","","","226911","","","0","mznc","","","","24","","","","","","","","maximize","","","","87987","","8198"
"Gurobi HR","steelmillslab","data/mznc2019/steelmillslab/steelmillslab.mzn","data/mznc2019/steelmillslab/bench_17_7.dzn","UNKNOWN","1200.944203067571","","2.89619","","118312","7457","","110","0","mznc","0","","1195.5691","110","","","","0","","","","minimize","","","1e+308","20423","","12541"
"Gurobi","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","OPTIMAL_SOLUTION","155.81802855059505","","12.8751","","510","80708","","","0","mznc","1","","154.4238","","","","","2916","","","464","maximize","","","2916","71832","","21362"
"Gecode","amaze","data/mznc2019/amaze/amaze3.mzn","data/mznc2019/amaze/2012-07-27.dzn","SATISFIED","16.04624230787158","83","0.066734","397405","794824","1400","","786","0","mznc","1","87100325","15.8742","","1586","124","","","1648","0","","satisfy","0.009017","1","","682","","1034"
"Gecode HR","median-string","data/mznc2019/median-string/median_string_dp.mzn","data/mznc2019/median-string/p2_2_20-2.dzn","SATISFIED","1200.1597896888852","33","0.341478","27033070","54066157","2657","","1140","0","mznc","1","15834538868","1199.62","2080","2677","1040","","","3697","0","","minimize","0.019888","1","12","1537","1040","100"
"CBC","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment20b.psp.dzn","UNKNOWN","1201.14387248829","","0.714952","","","1320","","360","0","mznc","","","","","","","","","","","","minimize","","","","8269","","1556"
"CPLEX","tower_challenge","data/mznc2020/tower_challenge/tower.mzn","data/mznc2020/tower_challenge/tower_070_070_15_100-04.dzn","SATISFIED","1200.4805194027722","","2.08344","","13831","14001","","1600","0","mznc","1","","1197.7823","","","","","100","","","5337","maximize","","","56","5121","","6040"
"CPLEX","zephyrus","data/mznc2019/zephyrus/zephyrus.mzn","data/mznc2019/zephyrus/14__10__6__3.dzn","OPTIMAL_SOLUTION","2.3601068258285522","","0.772339","","0","7190","","96","0","mznc","1","","1.3493","","","","","1690","","","","minimize","","","1690","3522","","607"
"CBC HR","stack-cuttingstock","data/mznc2019/stack-cuttingstock/stack-cutstock-cumu.mzn","data/mznc2019/stack-cuttingstock/d7.dzn","UNKNOWN","1201.1320435255766","","0.56328","","","4722","","","0","mznc","","","","","","","","","","","","minimize","","","","2533","","204"
"Gurobi","is","data/mznc2020/is/model.mzn","data/mznc2020/is/v1HjuSBQMb.dzn","OPTIMAL_SOLUTION","2.5143299028277397","","2.06923","","0","2859","","588","0","mznc","1","","2.3732","","","","","454656","","","","minimize","","","454656","9391","","3416"
"Gecode","is","data/mznc2020/is/model.mzn","data/mznc2020/is/YfFfEiuCQo.dzn","SATISFIED","1200.314812976867","114","3.51809","20794488","41589298","4413","","3829","0","mznc","26","3806086783","1196.46","","4534","1284","","","3976","0","","minimize","0.106119","26","293248","612","","3843"
"CBC HR","kidney-exchange","data/mznc2019/kidney-exchange/ccmcp.mzn","data/mznc2019/kidney-exchange/3_25_0.20_3.dzn","UNKNOWN","1201.1210710704327","","0.424498","","","2028","","600","0","mznc","","","","","","","","","","","","maximize","","","","1495","","1250"
"SCIP HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/fm3_3.mzn","","SATISFIED","1201.1027034632862","","1.77428","","0","390","78","12","0","mznc","","","1198.1082","90","","","","0","","","","minimize","","","750313","25051","","24"
"CPLEX","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/fm3_3.mzn","","UNKNOWN","1201.1450837478042","","1.78162","","","534","","12","0","mznc","","","","","","","","","","","","minimize","","","","25159","","150"
"CPLEX","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15b.psp.dzn","SATISFIED","1200.1520280651748","","0.337118","","35403","878","","195","0","mznc","1","","1199.5199","","","","","750.97716895","","","15662","minimize","","","1123","3616","","866"
"CPLEX","code-generator","data/mznc2020/code-generator/unison.mzn","data/mznc2020/code-generator/mips_gcc.cfgbuild.control_flow_insn_p.dzn","UNKNOWN","1201.2652572877705","","50.1171","","","305470","","706","0","mznc","","","","","","","","","","","","minimize","","","","273400","","89284"
"Gecode HR","sdn-chain","data/mznc2020/sdn-chain/model.mzn","data/mznc2020/sdn-chain/d10n780-2.dzn","UNKNOWN","1200.3778621144593","794","0.945535","16728720","33458216","8264","","15553","0","mznc","0","3637016278","1199.03","8019","18042","10590","","","15498","0","","minimize","0.126179","0","","2428","","222"
"Gecode","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/fm3_0.mzn","","OPTIMAL_SOLUTION","5.451090667396784","29","0.147889","5937","12379","29","","","0","mznc","253","892609","5.20214","","46","","","","35","0","","minimize","0.002952","253","165922","40","",""
"Gurobi","code-generator","data/mznc2019/code-generator/unison.mzn","data/mznc2019/code-generator/mips_gcc.function.use_return_register.dzn","UNKNOWN","1201.489206302911","","86.0988","","","457747","","998","0","mznc","","","","","","","","","","","","minimize","","","","438157","","127495"
"Gurobi HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment20b.psp.dzn","OPTIMAL_SOLUTION","193.1856835335493","","0.771184","","20314","1985","","360","0","mznc","1","","193.0358","342","","","","2101","","","","minimize","","","2101","8611","","1214"
"Gurobi","stack-cuttingstock","data/mznc2019/stack-cuttingstock/stack-cutstock-cumu.mzn","data/mznc2019/stack-cuttingstock/d8.dzn","OPTIMAL_SOLUTION","33.635014962404966","","0.145401","","5861","1560","","","0","mznc","1","","33.5887","","","","","58","","","475","minimize","","","58","1021","","290"
"Gecode HR","p1f-pjs","data/mznc2020/p1f-pjs/p1f-pjs.mzn","data/mznc2020/p1f-pjs/10.dzn","OPTIMAL_SOLUTION","1.7398184165358543","29","0.170854","6042","12298","424","","","0","mznc","27","5276700","1.45514","","775","","","","424","0","","minimize","0.005213","27","300","775","",""
"Gecode","fox-geese-corn","data/mznc2019/fox-geese-corn/foxgeesecorn.mzn","data/mznc2019/fox-geese-corn/foxgeesecorn_54.dzn","OPTIMAL_SOLUTION","27.28512043133378","22","0.042449","2298417","4597206","131","","89","0","mznc","181","438915933","27.1538","","201","36","","","165","0","","maximize","0.001594","181","1962","82","","83"
