"configuration","problem","model","data_file","status","time","peakDepth","flatTime","failures","nodes","flatIntConstraints","eliminatedLinearConstraints","flatBoolVars","paths","run","nSolutions","propagations","solveTime","evaluatedHalfReifiedConstraints","variables","flatBoolConstraints","error","objectiveBound","propagators","restarts","openNodes","method","initTime","solutions","objective","flatIntVars","eliminatedImplications","evaluatedReifiedConstraints"
"CBC","gbac","data/mznc2020/gbac/gbac.mzn","data/mznc2020/gbac/UD9-gbac.dzn","UNKNOWN","1199.801191776991","","4.8703","","2724","5839","","","0","mznc","0","","1193.6828","","","","","54.9803464096","","","-1","minimize","","","1e+308","59578","","2727"
"CPLEX HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_12.mzn","","UNKNOWN","1201.2244850099087","","4.33782","","","993","112","21","0","mznc","","","","266","","","","","","","","minimize","","","","41372","","42"
"SCIP HR","code-generator","data/mznc2020/code-generator/unison.mzn","data/mznc2020/code-generator/hexagon_gcc.reload1.gen_reload.dzn","ERROR","","","","","","","","","","mznc","","","","","","","std::bad_alloc
terminate called after throwing an instance of 'std::bad_alloc'
  what():  std::bad_alloc","","","","","","","","","","",""
"CPLEX HR","skill-allocation","data/mznc2020/skill-allocation/skill_allocation_only.mzn","data/mznc2020/skill-allocation/skill_allocation_mzn_2w_1.dzn","SATISFIED","1200.9733023308218","","4.00436","","112853","21701","447","","0","mznc","1","","1195.8559","1909","","","","2","","","39889","minimize","","","3","17816","","9908"
"CPLEX HR","steelmillslab","data/mznc2019/steelmillslab/steelmillslab.mzn","data/mznc2019/steelmillslab/bench_20_8.dzn","SATISFIED","1200.6364805549383","","2.88919","","22576","7457","","110","0","mznc","1","","1196.6186","110","","","","0","","","5731","minimize","","","3","20423","","12541"
"CPLEX","multi-knapsack","data/mznc2019/multi-knapsack/mknapsack_global.mzn","data/mznc2019/multi-knapsack/mknap2-1.dzn","OPTIMAL_SOLUTION","0.2549388222396374","","0.112734","","180","32","","","0","mznc","1","","0.0648","","","","","7772","","","","maximize","","","7772","91","",""
"CPLEX HR","bnn-planner","data/mznc2020/bnn-planner/sysadmin_5_4s.mzn","","UNKNOWN","1200.4617503657937","","3.61989","","14616","3177","","","0","mznc","0","","1196.2419","","","","","0","","","2388","minimize","","","1e+308","1607","","1596"
"CPLEX","is","data/mznc2020/is/model.mzn","data/mznc2020/is/Ws5Q6fhGi5.dzn","OPTIMAL_SOLUTION","7.404014144092798","","5.84652","","0","4916","","1058","0","mznc","1","","1.0055","","","","","180224","","","","minimize","","","180224","17290","","6049"
"CBC","code-generator","data/mznc2019/code-generator/unison.mzn","data/mznc2019/code-generator/mips_mesa.shapes.auxWireBox.dzn","UNKNOWN","1201.7948312237859","","151.474","","","907664","","1337","0","mznc","","","","","","","","","","","","minimize","","","","808760","","239884"
"CBC HR","cable_tree_wiring","data/mznc2020/cable_tree_wiring/ctw.mzn","data/mznc2020/cable_tree_wiring/A073.dzn","UNKNOWN","920.8237750828266","","27.5676","","0","170097","","","0","mznc","0","","885.2375","","","","","72672380.7056","","","-1","minimize","","","1e+308","148141","","29359"
"SCIP","radiation","data/mznc2020/radiation/radiation.mzn","data/mznc2020/radiation/i8-9.dzn","OPTIMAL_SOLUTION","0.3182549960911274","","0.172265","","1","1227","","","0","mznc","1","","0.0333","","","","","917","","","","minimize","","","917","1168","",""
"SCIP","sdn-chain","data/mznc2020/sdn-chain/model.mzn","data/mznc2020/sdn-chain/d24n600-3.dzn","OPTIMAL_SOLUTION","39.54237636178732","","8.13932","","2","45461","","1677","0","mznc","1","","30.0161","","","","","12","","","","minimize","","","12","15897","","8879"
"Gecode","multi-knapsack","data/mznc2019/multi-knapsack/mknapsack_global.mzn","data/mznc2019/multi-knapsack/mknap1-5.dzn","OPTIMAL_SOLUTION","1.0250249207019806","28","0.046165","174678","349357","7","","","0","mznc","1","3212301","0.891288","","45","","","","7","0","","maximize","0.000637","1","10618","45","",""
"Gurobi","multi-knapsack","data/mznc2019/multi-knapsack/mknapsack_global.mzn","data/mznc2019/multi-knapsack/mknap2-2.dzn","OPTIMAL_SOLUTION","0.22418684884905815","","0.114061","","1","32","","","0","mznc","1","","0.193","","","","","8722","","","","maximize","","","8722","91","",""
"CBC","gbac","data/mznc2020/gbac/gbac.mzn","data/mznc2020/gbac/reduced_UD2-gbac.dzn","UNKNOWN","1201.1866593807936","","0.890792","","","1849","","348","0","mznc","","","","","","","","","","","","minimize","","","","6146","","1134"
"SCIP","triangular","data/mznc2019/triangular/triangular.mzn","data/mznc2019/triangular/n17.dzn","SATISFIED","1200.214383199811","","0.199447","","273676","3877","","","0","mznc","1","","1199.6607","","","","","68.7115384615","","","26488","maximize","","","38","154","",""
"CPLEX","racp","data/mznc2020/racp/racp.mzn","data/mznc2020/racp/j60_9_9_1.25.dzn","SATISFIED","1200.9141742922366","","4.092399","","12356","29247","","","0","mznc","1","","1195.7772","","","","","273.430660774","","","1334","minimize","","","571","12189","","8644"
"CPLEX HR","accap","data/mznc2019/accap/accap.mzn","data/mznc2019/accap/accap_instance3.dzn","SATISFIED","1200.3351379968226","","0.112503","","1580431","567","","","0","mznc","1","","1199.7436","276","","","","76.3333333333","","","506510","minimize","","","89","301","",""
"SCIP HR","cable_tree_wiring","data/mznc2020/cable_tree_wiring/ctw.mzn","data/mznc2020/cable_tree_wiring/R189.dzn","UNKNOWN","1201.0895707570016","","5.52195","","74","37459","","","0","mznc","","","1194.2981","","","","","11220599.0499","","","70","minimize","","","1e+20","35054","","6846"
"CPLEX","rotating-workforce","data/mznc2019/rotating-workforce/rotating-workforce.mzn","data/mznc2019/rotating-workforce/Example1337.dzn","SATISFIED","28.1474334821105","","3.37394","","240","6950","","64","0","mznc","1","","24.3127","","","","","0","","","","satisfy","","","0","8903","","1684"
"SCIP HR","fox-geese-corn","data/mznc2019/fox-geese-corn/foxgeesecorn.mzn","data/mznc2019/fox-geese-corn/foxgeesecorn_60.dzn","SATISFIED","1200.4126358628273","","0.262126","","298672","1935","228","","0","mznc","1","","1199.5799","304","","","","32","","","22888","maximize","","","25","1058","","149"
"CPLEX","radiation","data/mznc2020/radiation/radiation.mzn","data/mznc2020/radiation/i9-21.dzn","OPTIMAL_SOLUTION","0.8768322840332985","","0.45816","","118","3945","","","0","mznc","1","","0.2419","","","","","2634","","","","minimize","","","2634","3877","",""
"CPLEX HR","ptv","data/mznc2019/ptv/pax_model.mzn","data/mznc2019/ptv/pax_period_20_1c.dzn","OPTIMAL_SOLUTION","2.8454222194850445","","1.55377","","1792","3361","36","","0","mznc","1","","1.0601","103","","","","1521","","","","minimize","","","1521","5601","","3302"
"Gurobi HR","p1f-pjs","data/mznc2020/p1f-pjs/p1f-pjs.mzn","data/mznc2020/p1f-pjs/10.dzn","UNKNOWN","1200.5792818367481","","2.10121","","15162","11219","","3240","0","mznc","0","","1197.744","","","","","300","","","","minimize","","","1e+308","8864","","9882"
"Gecode HR","minimal-decision-sets","data/mznc2020/minimal-decision-sets/sparse_mds.mzn","data/mznc2020/minimal-decision-sets/breast-cancer_train4.dzn","OPTIMAL_SOLUTION","22.601502295583487","177","0.287098","200760","401919","2282","","3784","0","mznc","4","278910692","22.1091","1018","5264","4187","","","6464","0","","minimize","0.039099","4","102","1251","504","518"
"CBC HR","collaborative-construction","data/mznc2020/collaborative-construction/macc.mzn","data/mznc2020/collaborative-construction/46.dzn","UNKNOWN","1000.2238985039294","","12.2318","","299","83204","5","4312","0","mznc","0","","985.1559","3542","","","","5.9998306359","","","-1","minimize","","","1e+308","33867","","14766"
"CBC HR","racp","data/mznc2020/racp/racp.mzn","data/mznc2020/racp/j60_13_4_1.0.dzn","SATISFIED","1191.803806938231","","5.10158","","1088","30192","","","0","mznc","1","","1185.4694","2664","","","","669","","","-1","minimize","","","1155","13044","","6785"
"Gurobi HR","sdn-chain","data/mznc2020/sdn-chain/model.mzn","data/mznc2020/sdn-chain/d10n780-2.dzn","OPTIMAL_SOLUTION","7.5580576583743095","","5.08282","","1","34396","3257","1557","0","mznc","1","","6.8999","6795","","","","22","","","","minimize","","","22","18295","","3405"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment20b.psp.dzn","SATISFIED","1200.0660069100559","29","0.062351","14193355","28386845","159","","57","0","mznc","62","3003917351","1199.91","","152","38","","","216","0","","minimize","0.002272","62","2181","95","","57"
"SCIP HR","stable-goods","data/mznc2020/stable-goods/stable-goods-solution.mzn","data/mznc2020/stable-goods/s-d7.dzn","UNKNOWN","1200.7383237816393","","2.28267","","77879","8914","","","0","mznc","0","","1197.5742","3860","","","","13546.4145294","","","17226","maximize","","","-1e+20","8537","","482"
"CPLEX","accap","data/mznc2019/accap/accap.mzn","data/mznc2019/accap/accap_instance8.dzn","UNKNOWN","1201.085166066885","","13.6013","","4280","52960","","","0","mznc","","","1186.2773","","","","","341.000000002","","","1","minimize","","","1e+308","19518","","18966"
"SCIP HR","multi-knapsack","data/mznc2019/multi-knapsack/mknapsack_global.mzn","data/mznc2019/multi-knapsack/mknap2-1.dzn","OPTIMAL_SOLUTION","0.557282492518425","","0.111794","","66","32","","","0","mznc","1","","0.3632","","","","","7772","","","","maximize","","","7772","91","",""
"Gecode HR","steelmillslab","data/mznc2019/steelmillslab/steelmillslab.mzn","data/mznc2019/steelmillslab/bench_17_7.dzn","OPTIMAL_SOLUTION","503.0671025663614","251","1.04419","15517292","31034752","22554","","14428","0","mznc","44","3484944608","501.533","220","24530","1997","","","24551","0","","minimize","0.162423","44","0","10102","","12321"
"Gurobi HR","median-string","data/mznc2019/median-string/median_string_dp.mzn","data/mznc2019/median-string/p2_2_20-2.dzn","SATISFIED","1200.342656441033","","1.09743","","96768","6297","1040","100","0","mznc","1","","1200.0039","2080","","","","1.48809519528e-05","","","47505","minimize","","","12","2919","","100"
"CBC","rcpsp-wet-diverse","data/mznc2019/rcpsp-wet-diverse/rcpsp-wet-diverse.mzn","data/mznc2019/rcpsp-wet-diverse/j60_19_6-wet-diverse-3.dzn","UNKNOWN","1201.3394131436944","","70.0513","","","435587","","","0","mznc","","","","","","","","","","","","maximize","","","","170810","","16574"
"SCIP","racp","data/mznc2020/racp/racp.mzn","data/mznc2020/racp/j60_10_6_1.25.dzn","SATISFIED","1201.0968532562256","","5.1143","","23662","29280","","","0","mznc","1","","1194.7549","","","","","310.222222222","","","3214","minimize","","","758","12010","","8481"
"SCIP","whirlpool","data/mznc2020/whirlpool/whirlpool-x.mzn","data/mznc2020/whirlpool/d12.dzn","UNKNOWN","1200.547990489751","","1.43795","","1349","1780","","","0","mznc","0","","1198.4222","","","","","0","","","283","satisfy","","","1e+20","21742","","484"
"SCIP","code-generator","data/mznc2019/code-generator/unison.mzn","data/mznc2019/code-generator/mips_gcc.function.use_return_register.dzn","UNKNOWN","1201.7691037394106","","81.2147","","","457747","","998","0","mznc","","","","","","","","","","","","minimize","","","","438157","","127495"
"SCIP","rotating-workforce","data/mznc2019/rotating-workforce/rotating-workforce.mzn","data/mznc2019/rotating-workforce/Example1337.dzn","ERROR","","","","","","","","","","mznc","","","","","","","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","","","","","","","","",""
"Gurobi","p1f-pjs","data/mznc2020/p1f-pjs/p1f-pjs.mzn","data/mznc2020/p1f-pjs/21.dzn","UNKNOWN","1201.3085069023073","","44.9106","","","230306","","79800","0","mznc","","","","","","","","","","","","minimize","","","","184589","","240200"
"Gecode","minimal-decision-sets","data/mznc2020/minimal-decision-sets/sparse_mds.mzn","data/mznc2020/minimal-decision-sets/cleve_train5.dzn","OPTIMAL_SOLUTION","109.52858309447765","179","0.332198","835526","1671590","3403","","5287","0","mznc","7","1276328662","108.951","","7351","5467","","","8869","0","","minimize","0.054181","7","116","1821","","2367"
"Gecode","gbac","data/mznc2020/gbac/gbac.mzn","data/mznc2020/gbac/reduced_UD5-gbac.dzn","SATISFIED","1200.1088559925556","63","0.159498","46958724","93917924","1131","","162","0","mznc","215","8407438848","1199.81","","1309","","","","1115","0","","minimize","0.007993","215","10405","1147","","162"
"CBC HR","zephyrus","data/mznc2019/zephyrus/zephyrus.mzn","data/mznc2019/zephyrus/14__10__6__3.dzn","OPTIMAL_SOLUTION","30.80962396785617","","0.785574","","34","7485","","96","0","mznc","1","","29.7678","191","","","","1690","","","-1","minimize","","","1690","3693","","416"
"CPLEX HR","triangular","data/mznc2019/triangular/triangular.mzn","data/mznc2019/triangular/n23.dzn","SATISFIED","1201.0869096927345","","0.555622","","55346","12651","","","0","mznc","1","","1177.0017","","","","","139","","","32727","maximize","","","53","277","",""
"CBC","rotating-workforce","data/mznc2019/rotating-workforce/rotating-workforce.mzn","data/mznc2019/rotating-workforce/Example1174.dzn","UNSATISFIABLE","4.380230385810137","","2.31258","","0","5289","","48","0","mznc","0","","1.7102","","","","","0","","","-1","satisfy","","","1e+308","7113","","1105"
"CPLEX HR","code-generator","data/mznc2019/code-generator/unison.mzn","data/mznc2019/code-generator/mips_gobmk.patterns.autohelperpat1114.dzn","UNKNOWN","1201.2438590861857","","31.476","","","179584","988","329","0","mznc","","","","28239","","","","","","","","minimize","","","","119607","","27960"
"CBC","hoist-benchmark-for-minizinc","data/mznc2020/hoist-benchmark-for-minizinc/hoist-benchmark.mzn","data/mznc2020/hoist-benchmark-for-minizinc/PU_3_2_5.dzn","UNKNOWN","1192.1994400024414","","1.51737","","7727","10460","","","0","mznc","0","","1190.1592","","","","","491","","","-1","minimize","","","1e+308","4285","","3330"
"CPLEX HR","stochastic-vrp","data/mznc2019/stochastic-vrp/vrp-s2-v2-c8_vrp-v2-c8_det.mzn","","OPTIMAL_SOLUTION","1185.3269670121372","","0.459919","","208225","2571","","288","0","mznc","1","","1184.6034","","","","","176","","","","minimize","","","176","903","","1080"
"CPLEX","lot-sizing","data/mznc2019/lot-sizing/lot_sizing_cp.mzn","data/mznc2019/lot-sizing/pigment15d.psp.dzn","SATISFIED","1200.1242823116481","","0.312634","","27784","871","","180","0","mznc","1","","1199.5533","","","","","837.526740753","","","11992","minimize","","","1581","3227","","807"
"SCIP HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_12.mzn","","UNKNOWN","1201.1430460810661","","3.92302","","12458","993","112","21","0","mznc","0","","1195.8931","266","","","","0","","","3341","minimize","","","1e+20","41372","","42"
"CBC HR","median-string","data/mznc2019/median-string/median_string_dp.mzn","data/mznc2019/median-string/p2_2_20-2.dzn","UNKNOWN","1201.123895805329","","1.09854","","","6297","1040","100","0","mznc","","","","2080","","","","","","","","minimize","","","","2919","","100"
"CPLEX HR","whirlpool","data/mznc2020/whirlpool/whirlpool-x.mzn","data/mznc2020/whirlpool/d21.dzn","UNKNOWN","1201.2191305793822","","13.1048","","","5755","","","0","mznc","","","","","","","","","","","","satisfy","","","","197752","","1600"
"CPLEX","skill-allocation","data/mznc2020/skill-allocation/skill_allocation_only.mzn","data/mznc2020/skill-allocation/skill_allocation_mzn_3m_3.dzn","OPTIMAL_SOLUTION","484.6183717958629","","37.7208","","0","251355","","","0","mznc","1","","437.8343","","","","","2","","","","minimize","","","2","160362","","74750"
"Gecode","tower_challenge","data/mznc2020/tower_challenge/tower.mzn","data/mznc2020/tower_challenge/tower_070_070_15_070-06.dzn","SATISFIED","1200.127143342048","182","0.308212","11865026","23730296","2875","","1231","0","mznc","45","10047858192","1199.66","","2890","70","","","2960","0","","maximize","0.021373","45","45","1659","","1091"
"Gurobi","tower_challenge","data/mznc2020/tower_challenge/tower.mzn","data/mznc2020/tower_challenge/tower_070_070_30_100-05.dzn","OPTIMAL_SOLUTION","30.28001232817769","","4.56902","","1","27603","","3100","0","mznc","1","","29.6545","","","","","100","","","","maximize","","","100","9843","","12082"
"CBC HR","groupsplitter","data/mznc2019/groupsplitter/group.mzn","data/mznc2019/groupsplitter/u12g2pref1.dzn","ERROR","","","337.163","","","573","","","0","mznc","","","","","","","24 POSTs [ 0,0,0,0,0,0,0,0,0,0, ], LINEQ [ 44,0,0,0,0,0,0,0,24, ], 24 / 68 vars, 24 cliques, 1 / 1 / 1 NSubIntv m/a/m, 0 / 0.916667 / 1 SubIntvSize m/a/m, 24+0(0) clq eq_encoded  ... std::bad_alloc
terminate called after throwing an instance of 'std::bad_alloc'
  what():  std::bad_alloc","","","","","maximize","","","","4173157","","48"
"Gurobi","median-string","data/mznc2019/median-string/median_string_dp.mzn","data/mznc2019/median-string/p2_10_8-0.dzn","SATISFIED","1200.4938646890223","","1.74703","","10202","12637","","40","0","mznc","1","","1200.0788","","","","","16","","","3985","minimize","","","34","8042","","5584"
"CBC HR","accap","data/mznc2019/accap/accap.mzn","data/mznc2019/accap/accap_instance8.dzn","UNKNOWN","1201.3550586141646","","11.3678","","","33994","","","0","mznc","","","","18966","","","","","","","","minimize","","","","19518","",""
"CPLEX HR","rotating-workforce","data/mznc2019/rotating-workforce/rotating-workforce.mzn","data/mznc2019/rotating-workforce/Example1337.dzn","ERROR","","","","","","","","","","mznc","","","","","","","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","","","","","","","","",""
"Gecode","hrc","data/mznc2019/hrc/hrc.mzn","data/mznc2019/hrc/exp1-1-5460.dzn","OPTIMAL_SOLUTION","164.0079713575542","1020","0.145081","1491322","2983364","1698","","2576","0","mznc","1","657912295","163.7","","4498","634","","","2305","0","","minimize","0.020248","1","9","724","","1154"
"Gurobi","groupsplitter","data/mznc2019/groupsplitter/group.mzn","data/mznc2019/groupsplitter/u6g1pref1.dzn","UNKNOWN","1201.7964659929276","","114.145","","","193","","","0","mznc","","","","","","","","","","","","maximize","","","","1401825","",""
"Gurobi","stack-cuttingstock","data/mznc2019/stack-cuttingstock/stack-cutstock-cumu.mzn","data/mznc2019/stack-cuttingstock/d3.dzn","OPTIMAL_SOLUTION","0.24115616083145142","","0.075519","","36","325","","","0","mznc","1","","0.2125","","","","","16","","","3","minimize","","","16","209","","55"
"CPLEX HR","pillars-and-planks","data/mznc2020/pillars-and-planks/pillars-planks-solution.mzn","data/mznc2020/pillars-and-planks/p-d2.dzn","UNKNOWN","1200.1428290642798","","0.379096","","67331","2469","","11","0","mznc","0","","1199.4719","765","","","","4","","","42292","minimize","","","1e+308","1296","","33"
"Gecode","rotating-workforce","data/mznc2019/rotating-workforce/rotating-workforce.mzn","data/mznc2019/rotating-workforce/Example1370.dzn","UNKNOWN","1200.1058315746486","104","0.06179","15617307","31234682","1048","","445","0","mznc","0","6734219333","1199.91","","1313","118","","","1090","0","","satisfy","0.007503","0","","865","","327"
"CPLEX HR","is","data/mznc2020/is/model.mzn","data/mznc2020/is/A3PZaPjnUz.dzn","OPTIMAL_SOLUTION","3.236541725695133","","2.38096","","0","4272","188","646","0","mznc","1","","0.5244","1408","","","","103936","","","","minimize","","","103936","11218","","1772"
"SCIP HR","stochastic-vrp","data/mznc2019/stochastic-vrp/vrp-s3-v2-c7_vrp-v2-c7_det.mzn","","SATISFIED","1200.7718228064477","","0.473147","","413783","3076","","336","0","mznc","1","","1199.3671","","","","","108","","","121902","minimize","","","230","1109","","1296"
"CBC","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_12.mzn","","UNKNOWN","1186.5015290565789","","4.39938","","43271","1406","","21","0","mznc","0","","1181.115","","","","","0","","","-1","minimize","","","1e+308","41624","","378"
"SCIP HR","hoist-benchmark-for-minizinc","data/mznc2020/hoist-benchmark-for-minizinc/hoist-benchmark.mzn","data/mznc2020/hoist-benchmark-for-minizinc/PU_3_4_1.dzn","UNKNOWN","1201.0777673274279","","1.17452","","136593","5474","1332","","0","mznc","","","1198.747","3330","","","","400","","","59949","minimize","","","1e+20","2773","",""
"Gurobi HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/HARD_200_50.dzn","UNKNOWN","1201.2016763016582","","16.7676","","","88078","","9671","0","mznc","","","","726","","","","","","","","maximize","","","","87305","","40254"
"CBC","collaborative-construction","data/mznc2020/collaborative-construction/macc.mzn","data/mznc2020/collaborative-construction/37.dzn","UNKNOWN","975.8599845096469","","10.6833","","0","72339","","3460","0","mznc","0","","962.5005","","","","","2.2","","","-1","minimize","","","1e+308","29323","","16820"
"CBC","ptv","data/mznc2019/ptv/pax_model.mzn","data/mznc2019/ptv/pax_period_20_5a.dzn","OPTIMAL_SOLUTION","2.7312952280044556","","1.78696","","0","5158","","","0","mznc","1","","0.6522","","","","","50","","","-1","minimize","","","50","7855","","5679"
"SCIP","rcpsp-wet-diverse","data/mznc2019/rcpsp-wet-diverse/rcpsp-wet-diverse.mzn","data/mznc2019/rcpsp-wet-diverse/j30_27_5-wet-diverse-4.dzn","ERROR","","","12.9339","","","135625","","","0","mznc","","","","","","","498 POSTs [ 498,0,0,0,0,0,0,0,0,0, ], LINEQ [ 0,0,0,0,0,0,0,0,4, ], 4 / 4 vars, 4 cliques, 106 / 125.5 / 145 NSubIntv m/a/m, 0 / 18.7012 / 2627 SubIntvSize m/a/m, 0+0(0) clq eq_encoded  ... [/tmp/SCIPOptSuite/7.0.0/gompi-2020a/scipoptsuite-7.0.0/scip/src/blockmemshell/memory.c:2696] ERROR: Insufficient memory for reallocation of 194582 bytes.
[/tmp/SCIPOptSuite/7.0.0/gompi-2020a/scipoptsuite-7.0.0/scip/src/scip/cons_cumulative.c:12117] ERROR: Insufficient memory for reallocating buffer storage.
[cons_cumulative.c:12117] ERROR: Error <-1> in function call
[cons_cumulative.c:12180] ERROR: Error <-1> in function call
[cons_cumulative.c:13207] ERROR: Error <-1> in function call
[cons.c:4067] ERROR: Error <-1> in function call
[scip_solve.c:1003] ERROR: Error <-1> in function call
[scip_solve.c:1213] ERROR: Error <-1> in function call
[scip_solve.c:1213] ERROR: Error <-1> in function call
[scip_solve.c:1377] ERROR: Error <-1> in function call
[scip_solve.c:2398] ERROR: Error <-1> in function call
[scip_solve.c:2620] ERROR: Error <-1> in function call
[/home/dekker1/half-reif-benchmarks/software/minizinc/solvers/MIP/MIP_scip_wrap.cpp:899] ERROR: Error <-1> in function call
SCIP Error (-1): insufficient memory error
  MIPScipWrapper runtime error, see output:  
TERMINATING.
  MIPScipWrapper runtime error, see output:  
[var.c:3890] ERROR: Error <-1> in function call
[var.c:4359] ERROR: Error <-1> in function call
[scip_solve.c:688] ERROR: Error <-1> in function call
[scip_solve.c:3357] ERROR: Error <-1> in function call
[scip_prob.c:704] ERROR: Error <-1> in function call
[scip_general.c:325] ERROR: Error <-1> in function call
[/home/dekker1/half-reif-benchmarks/software/minizinc/solvers/MIP/MIP_scip_wrap.cpp:305] ERROR: Error <-1> in function call","","","","","maximize","","","","46489","","530"
"CBC","skill-allocation","data/mznc2020/skill-allocation/skill_allocation_only.mzn","data/mznc2020/skill-allocation/skill_allocation_mzn_2w_1.dzn","UNKNOWN","1201.1478588320315","","3.10163","","","19058","","","0","mznc","","","","","","","","","","","","minimize","","","","19976","","11779"
"Gecode HR","kidney-exchange","data/mznc2019/kidney-exchange/ccmcp.mzn","data/mznc2019/kidney-exchange/3_20_0.30_5.dzn","OPTIMAL_SOLUTION","227.9938549697399","38","0.137909","15160637","30321313","81","","","0","mznc","18","1868477552","227.766","","100","","","","80","0","","maximize","0.001156","18","1320","100","",""
"SCIP","stable-goods","data/mznc2020/stable-goods/stable-goods-solution.mzn","data/mznc2020/stable-goods/s-d19.dzn","UNKNOWN","1201.1887148432434","","13.6735","","","58773","","","0","mznc","","","","","","","","","","","","maximize","","","","46660","","19170"
"SCIP","sdn-chain","data/mznc2020/sdn-chain/model.mzn","data/mznc2020/sdn-chain/d26n600-2.dzn","OPTIMAL_SOLUTION","142.92669697850943","","12.093","","2","73103","","1769","0","mznc","1","","128.590399","","","","","9","","","","minimize","","","9","26569","","11210"
"Gurobi HR","stochastic-vrp","data/mznc2019/stochastic-vrp/vrp-s2-v2-c8_vrp-v2-c8_det.mzn","","SATISFIED","1200.3359065763652","","0.39025","","432147","2571","","288","0","mznc","1","","1199.9248","","","","","76","","","151373","minimize","","","176","903","","1080"
"CPLEX HR","minimal-decision-sets","data/mznc2020/minimal-decision-sets/sparse_mds.mzn","data/mznc2020/minimal-decision-sets/breast-cancer_train4.dzn","OPTIMAL_SOLUTION","1047.3497943505645","","2.52195","","2238","15452","504","","0","mznc","1","","1044.13","1019","","","","102","","","","minimize","","","102","10564","","1519"
"Gecode HR","triangular","data/mznc2019/triangular/triangular.mzn","data/mznc2019/triangular/n29.dzn","SATISFIED","1200.461808744818","63","1.34935","41441403","82882890","31466","","","0","mznc","9","5424714128","1198.63","","842","","","","31466","0","","maximize","0.118373","9","63","436","",""
"CPLEX HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/fm3_0.mzn","","OPTIMAL_SOLUTION","609.9906218983233","","1.15324","","263789","117","","","0","mznc","1","","608.4611","","","","","165922","","","","minimize","","","165922","14374","",""
"Gurobi HR","rcpsp-wet-diverse","data/mznc2019/rcpsp-wet-diverse/rcpsp-wet-diverse.mzn","data/mznc2019/rcpsp-wet-diverse/j30_27_5-wet-diverse-3.dzn","OPTIMAL_SOLUTION","331.44853415340185","","10.3441","","44","51374","","","0","mznc","1","","330.4744","18","","","","6708","","","","maximize","","","6708","26030","","5970"
"Gecode","hoist-benchmark-for-minizinc","data/mznc2020/hoist-benchmark-for-minizinc/hoist-benchmark.mzn","data/mznc2020/hoist-benchmark-for-minizinc/PU_1_2_2.dzn","SATISFIED","1200.0934009328485","39","0.152836","67003075","134006167","452","","468","0","mznc","6","21421628472","1199.82","","520","234","","","662","0","","minimize","0.004173","6","221","49","","390"
"Gurobi","gbac","data/mznc2020/gbac/gbac.mzn","data/mznc2020/gbac/reduced_UD2-gbac.dzn","OPTIMAL_SOLUTION","12.256905931979418","","0.710082","","2564","1849","","348","0","mznc","1","","12.1527","","","","","401","","","","minimize","","","401","6146","","1134"
"CBC HR","ptv","data/mznc2019/ptv/pax_model.mzn","data/mznc2019/ptv/pax_period_20_5a.dzn","OPTIMAL_SOLUTION","3.0591958202421665","","2.00264","","0","5158","","","0","mznc","1","","0.7269","","","","","50","","","-1","minimize","","","50","7855","","5679"
"CBC HR","triangular","data/mznc2019/triangular/triangular.mzn","data/mznc2019/triangular/n17.dzn","UNKNOWN","1201.129543326795","","0.180928","","","3877","","","0","mznc","","","","","","","","","","","","maximize","","","","154","",""
"CPLEX HR","median-string","data/mznc2019/median-string/median_string_dp.mzn","data/mznc2019/median-string/p2_10_8-0.dzn","OPTIMAL_SOLUTION","713.2756455391645","","1.02723","","31909","6221","992","40","0","mznc","1","","711.9196","1984","","","","34","","","","minimize","","","34","2891","","40"
"Gurobi","bnn-planner","data/mznc2020/bnn-planner/sysadmin_5_4s.mzn","","UNKNOWN","1200.5101661086082","","4.20413","","44310","3177","","","0","mznc","0","","1195.6619","","","","","0","","","","minimize","","","1e+308","1607","","1596"
"Gecode","code-generator","data/mznc2020/code-generator/unison.mzn","data/mznc2020/code-generator/mips_gobmk.patterns.autohelperpat508.dzn","UNKNOWN","1200.8580648116767","84","1.79161","4083841","8167720","24982","","22595","0","mznc","0","8367087729","1198.24","","27039","7659","","","171088","0","","minimize","0.322054","0","","2518","","23084"
"CPLEX HR","tower_challenge","data/mznc2020/tower_challenge/tower.mzn","data/mznc2020/tower_challenge/tower_070_070_15_100-04.dzn","SATISFIED","1200.4690142683685","","2.094069","","13852","14001","","1600","0","mznc","1","","1197.7778","","","","","100","","","5344","maximize","","","56","5121","","6040"
"CPLEX","skill-allocation","data/mznc2020/skill-allocation/skill_allocation_only.mzn","data/mznc2020/skill-allocation/skill_allocation_mzn_2m_3.dzn","OPTIMAL_SOLUTION","83.18033193796873","","14.9416","","169","81421","","","0","mznc","1","","64.7696","","","","","3","","","","minimize","","","3","75198","","47068"
